User_ID,Recommended_Categories
1000900,"[8, 2, 5]"
1000901,"[1, 5, 8]"
1000902,"[1, 16, 17]"
1000903,"[1, 8, 5]"
1000904,"[1, 5, 16]"
1000905,"[1, 8, 15]"
1000906,"[1, 5, 8]"
1000907,"[1, 8, 2]"
1000908,"[6, 1, 11]"
1000909,"[1, 8, 5]"
1000910,"[1, 8, 5]"
1000911,"[1, 8, 5]"
1000912,"[5, 1, 2]"
1000913,"[1, 5, 3]"
1000914,"[8, 1, 6]"
1000915,"[1, 8, 5]"
1000916,"[1, 6, 8]"
1000917,"[1, 8, 10]"
1000918,"[1, 8, 5]"
1000919,"[5, 1, 8]"
1000920,"[1, 8, 5]"
1000921,"[1, 8, 5]"
1000922,"[1, 8, 5]"
1000923,"[5, 7, 8]"
1000924,"[1, 8, 5]"
1000925,"[8, 3, 2]"
1000926,"[1, 3, 5]"
1000927,"[5, 1, 8]"
1000928,"[8, 5, 1]"
1000929,"[1, 5, 8]"
1000930,"[1, 6, 5]"
1000931,"[1, 8, 5]"
1000932,"[8, 1, 15]"
1000933,"[8, 1, 5]"
1000934,"[5, 1, 8]"
1000936,"[1, 8, 5]"
1000937,"[1, 5, 8]"
1000939,"[1, 8, 5]"
1000940,"[1, 5, 8]"
1000941,"[5, 8, 1]"
1000942,"[8, 6, 5]"
1000943,"[8, 5, 1]"
1000944,"[1, 5, 6]"
1000945,"[1, 5, 8]"
1000946,"[8, 7, 1]"
1000947,"[1, 5, 8]"
1000949,"[1, 15, 5]"
1000950,"[1, 2, 15]"
1000951,"[3, 1, 11]"
1000952,"[5, 8, 6]"
1000953,"[1, 8, 6]"
1000954,"[8, 5, 1]"
1000955,"[1, 8, 5]"
1000956,"[3, 5, 8]"
1000957,"[8, 1, 5]"
1000958,"[8, 5, 10]"
1000959,"[1, 8, 14]"
1000960,"[8, 5, 1]"
1000961,"[1, 5, 8]"
1000962,"[1, 6, 5]"
1000963,"[1, 5, 8]"
1000964,"[5, 1, 8]"
1000965,"[8, 1, 3]"
1000966,"[8, 1, 6]"
1000967,"[5, 11, 8]"
1000968,"[5, 1, 6]"
1000969,"[8, 6, 1]"
1000970,"[1, 8, 5]"
1000971,"[1, 6, 2]"
1000972,"[1, 5, 8]"
1000973,"[8, 5, 1]"
1000974,"[1, 5, 3]"
1000975,"[1, 8, 5]"
1000976,"[1, 5, 16]"
1000977,"[1, 5, 8]"
1000978,"[8, 5, 6]"
1000979,"[1, 5, 3]"
1000980,"[1, 3, 8]"
1000981,"[1, 8, 5]"
1000982,"[8, 5, 1]"
1000983,"[1, 2, 5]"
1000984,"[1, 8, 5]"
1000985,"[1, 6, 2]"
1000986,"[8, 5, 19]"
1000987,"[5, 8, 1]"
1000988,"[5, 1, 8]"
1000989,"[10, 6, 5]"
1000990,"[1, 5, 3]"
1000991,"[8, 5, 1]"
1000992,"[5, 8, 1]"
1000993,"[1, 8, 5]"
1000995,"[5, 8, 1]"
1000996,"[1, 8, 6]"
1000997,"[1, 8, 5]"
1000998,"[8, 5, 7]"
1000999,"[1, 8, 6]"
1001000,"[1, 3, 8]"
1001002,"[8, 5, 1]"
1001003,"[1, 8, 7]"
1001004,"[1, 5, 3]"
1001005,"[1, 5, 10]"
1001006,"[1, 5, 16]"
1001008,"[5, 1, 16]"
1001009,"[1, 8, 5]"
1001010,"[1, 5, 8]"
1001011,"[1, 2, 5]"
1001012,"[8, 1, 5]"
1001013,"[5, 2, 16]"
1001015,"[8, 5, 1]"
1001016,"[5, 8, 1]"
1001017,"[1, 11, 5]"
1001018,"[1, 5, 8]"
1001019,"[5, 8, 1]"
1001021,"[8, 1, 6]"
1001022,"[8, 5, 1]"
1001023,"[8, 5, 1]"
1001024,"[8, 5, 6]"
1001025,"[1, 5, 6]"
1001026,"[10, 6, 8]"
1001027,"[8, 1, 5]"
1001028,"[8, 6, 1]"
1001029,"[5, 1, 7]"
1001030,"[1, 5, 16]"
1001031,"[1, 2, 8]"
1001032,"[8, 1, 5]"
1001033,"[1, 5, 8]"
1001035,"[8, 1, 6]"
1001036,"[8, 5, 10]"
1001037,"[5, 1, 8]"
1001038,"[8, 1, 5]"
1001039,"[8, 16, 1]"
1001040,"[5, 1, 8]"
1001041,"[8, 5, 6]"
1001042,"[2, 1, 5]"
1001043,"[6, 1, 5]"
1001044,"[1, 5, 8]"
1001045,"[5, 8, 4]"
1001046,"[1, 5, 2]"
1001047,"[1, 8, 5]"
1001048,"[8, 5, 6]"
1001049,"[1, 8, 10]"
1001050,"[1, 5, 8]"
1001051,"[1, 5, 8]"
1001052,"[5, 8, 7]"
1001053,"[1, 10, 6]"
1001054,"[1, 5, 3]"
1001055,"[5, 3, 8]"
1001056,"[1, 11, 5]"
1001057,"[1, 3, 5]"
1001058,"[1, 8, 5]"
1001059,"[5, 8, 1]"
1001060,"[1, 15, 5]"
1001061,"[1, 5, 3]"
1001062,"[5, 8, 1]"
1001063,"[1, 8, 6]"
1001064,"[1, 8, 6]"
1001065,"[8, 5, 6]"
1001066,"[1, 5, 8]"
1001067,"[1, 8, 15]"
1001068,"[5, 1, 8]"
1001069,"[8, 1, 5]"
1001070,"[1, 8, 5]"
1001071,"[1, 2, 5]"
1001072,"[8, 5, 1]"
1001073,"[8, 5, 1]"
1001074,"[1, 8, 5]"
1001075,"[8, 10, 7]"
1001076,"[5, 1, 3]"
1001077,"[8, 1, 6]"
1001078,"[8, 5, 1]"
1001079,"[1, 5, 8]"
1001080,"[1, 8, 5]"
1001081,"[6, 1, 5]"
1001083,"[1, 2, 5]"
1001084,"[1, 6, 5]"
1001085,"[1, 8, 5]"
1001086,"[1, 5, 8]"
1001087,"[1, 5, 8]"
1001088,"[1, 8, 5]"
1001089,"[1, 6, 11]"
1001090,"[1, 8, 6]"
1001091,"[1, 2, 8]"
1001092,"[3, 1, 2]"
1001093,"[1, 8]"
1001094,"[1, 8, 5]"
1001095,"[8, 1, 6]"
1001096,"[1, 5, 8]"
1001097,"[1, 5, 8]"
1001098,"[1, 5, 6]"
1001099,"[1, 8, 6]"
1001100,"[5, 1, 3]"
1001101,"[1, 5, 8]"
1001102,"[6, 16, 8]"
1001103,"[8, 1, 11]"
1001104,"[8, 6, 5]"
1001106,"[1, 5, 2]"
1001107,"[5, 6, 16]"
1001108,"[8, 1, 5]"
1001109,"[1, 8, 2]"
1001110,"[8, 5, 1]"
1001111,"[2, 3, 1]"
1001112,"[1, 8, 5]"
1001113,"[1, 5, 6]"
1001114,"[5, 1, 8]"
1001115,"[1, 2, 11]"
1001116,"[5, 1, 3]"
1001117,"[1, 5, 8]"
1001118,"[1, 5, 11]"
1001119,"[1, 8, 5]"
1001120,"[1, 5, 3]"
1001121,"[1, 5, 8]"
1001122,"[1, 15, 8]"
1001124,"[1, 5, 8]"
1001125,"[1, 5, 8]"
1001126,"[1, 8, 5]"
1001127,"[1, 5, 8]"
1001128,"[8, 1, 5]"
1001129,"[1, 5, 2]"
1001130,"[1, 8, 5]"
1001131,"[8, 1, 5]"
1001132,"[1, 2, 6]"
1001133,"[1, 6, 8]"
1001134,"[1, 8, 5]"
1001135,"[1, 2, 15]"
1001136,"[6, 1, 5]"
1001137,"[8, 5, 1]"
1001138,"[8, 1, 5]"
1001139,"[1, 8, 6]"
1001140,"[1, 8, 5]"
1001141,"[5, 8, 1]"
1001142,"[1, 5, 8]"
1001143,"[1, 8, 5]"
1001144,"[1, 8, 5]"
1001145,"[8, 5, 2]"
1001146,"[1, 11, 16]"
1001147,"[8, 5, 1]"
1001148,"[5, 1, 3]"
1001149,"[1, 8, 16]"
1001150,"[8, 5, 1]"
1001151,"[1, 5, 8]"
1001152,"[1, 2, 8]"
1001153,"[8, 5, 1]"
1001154,"[8, 5, 6]"
1001155,"[1, 6, 5]"
1001156,"[5, 8, 1]"
1001157,"[1, 5, 2]"
1001158,"[5, 8, 1]"
1001159,"[1, 2, 5]"
1001160,"[1, 5, 8]"
1001161,"[1, 8, 5]"
1001162,"[8, 6, 1]"
1001163,"[1, 5, 16]"
1001164,"[8, 5, 1]"
1001165,"[1, 8, 5]"
1001166,"[1, 5, 8]"
1001167,"[8, 5, 1]"
1001168,"[5, 1, 8]"
1001169,"[5, 1, 3]"
1001170,"[8, 5, 1]"
1001171,"[1, 8, 5]"
1001172,"[5, 8, 1]"
1001173,"[5, 1, 8]"
1001174,"[5, 8, 16]"
1001175,"[5, 8, 14]"
1001176,"[1, 2, 5]"
1001177,"[1, 8, 5]"
1001178,"[8, 1, 10]"
1001179,"[1, 5, 15]"
1001180,"[1, 8, 16]"
1001181,"[1, 8, 5]"
1001182,"[1, 8, 5]"
1001183,"[5, 1, 8]"
1001184,"[1, 5, 2]"
1001185,"[8, 5, 1]"
1001186,"[1, 5, 11]"
1001187,"[5, 3, 8]"
1001188,"[1, 8, 3]"
1001189,"[1, 8, 5]"
1001190,"[1, 5, 8]"
1001191,"[10, 6, 11]"
1001192,"[8, 2, 1]"
1001193,"[1, 5, 3]"
1001194,"[8, 1, 5]"
1001195,"[5, 11, 8]"
1001196,"[8, 1, 5]"
1001197,"[6, 10, 5]"
1001198,"[1, 5, 2]"
1001199,"[1, 8, 5]"
1001200,"[16, 1, 8]"
1001201,"[1, 5, 3]"
1001202,"[1, 5, 8]"
1001203,"[8, 1, 5]"
1001204,"[1, 5, 2]"
1001205,"[8, 5, 3]"
1001206,"[1, 15, 2]"
1001208,"[8, 5, 1]"
1001209,"[1, 5, 8]"
1001210,"[1, 6, 2]"
1001211,"[1, 8, 5]"
1001212,"[6, 1, 11]"
1001213,"[8, 1, 5]"
1001214,"[1, 2, 8]"
1001215,"[1, 2, 15]"
1001216,"[1, 6, 10]"
1001217,"[1, 5, 8]"
1001218,"[8, 1, 5]"
1001219,"[1, 6, 5]"
1001220,"[1, 5, 2]"
1001221,"[1, 5, 2]"
1001222,"[1, 5, 8]"
1001223,"[5, 1, 8]"
1001224,"[8, 1, 5]"
1001225,"[6, 8, 5]"
1001226,"[8, 5, 3]"
1001227,"[8, 5, 6]"
1001228,"[1, 8, 5]"
1001229,"[8, 6, 16]"
1001230,"[1, 5, 8]"
1001231,"[1, 8, 5]"
1001232,"[5, 8, 2]"
1001233,"[1, 5, 8]"
1001234,"[10, 1, 6]"
1001235,"[8, 5, 6]"
1001236,"[1, 16, 2]"
1001237,"[1, 5, 6]"
1001238,"[8, 5, 1]"
1001239,"[8, 6, 1]"
1001240,"[1, 8, 16]"
1001241,"[5, 1, 8]"
1001242,"[8, 5, 7]"
1001243,"[1, 5, 8]"
1001244,"[1, 5, 8]"
1001246,"[1, 5, 8]"
1001247,"[1, 10, 8]"
1001248,"[6, 1, 8]"
1001249,"[1, 15, 2]"
1001250,"[5, 8, 10]"
1001251,"[5, 8, 1]"
1001252,"[8, 1, 5]"
1001253,"[5, 8, 6]"
1001254,"[8, 5, 1]"
1001255,"[8, 5, 1]"
1001256,"[8, 1, 5]"
1001257,"[1, 2, 5]"
1001258,"[6, 10, 5]"
1001259,"[1, 8, 5]"
1001260,"[1, 8, 5]"
1001261,"[1, 5, 8]"
1001262,"[5, 1, 8]"
1001263,"[5, 1, 3]"
1001264,"[1, 8, 5]"
1001265,"[5, 8, 1]"
1001266,"[8, 5, 1]"
1001267,"[1, 8, 6]"
1001268,"[1, 5, 8]"
1001269,"[5, 3, 8]"
1001270,"[1, 8, 2]"
1001271,"[5, 1, 3]"
1001272,"[1, 5, 8]"
1001273,"[5, 8, 1]"
1001274,"[1, 8, 5]"
1001275,"[8, 1, 15]"
1001276,"[5, 1, 3]"
1001277,"[11, 5, 1]"
1001278,"[1, 8, 5]"
1001279,"[8, 1, 5]"
1001280,"[5, 1, 8]"
1001281,"[8, 6, 1]"
1001282,"[1, 5, 8]"
1001283,"[3, 5, 8]"
1001284,"[1, 8, 16]"
1001285,"[1, 8, 5]"
1001286,"[8, 5, 1]"
1001287,"[1, 8, 6]"
1001288,"[8, 5, 1]"
1001289,"[1, 8, 2]"
1001290,"[8, 1, 5]"
1001291,"[8, 5, 1]"
1001292,"[1, 5, 8]"
1001293,"[5, 8, 10]"
1001294,"[5, 1, 2]"
1001295,"[10, 6, 8]"
1001296,"[5, 8, 6]"
1001297,"[1, 5, 8]"
1001298,"[1, 8, 5]"
1001299,"[1, 6, 3]"
1001300,"[1, 5, 11]"
1001301,"[1, 8, 5]"
1001302,"[1, 8, 6]"
1001303,"[1, 5, 8]"
1001304,"[1, 5, 6]"
1001305,"[7, 8, 5]"
1001306,"[1, 5, 8]"
1001307,"[1, 5, 16]"
1001309,"[1, 5, 7]"
1001310,"[8, 5, 16]"
1001311,"[1, 2, 6]"
1001312,"[1, 3, 2]"
1001313,"[1, 8, 6]"
1001314,"[1, 3, 8]"
1001315,"[8, 5, 1]"
1001316,"[5, 1, 8]"
1001317,"[1, 5, 8]"
1001318,"[1, 5, 8]"
1001319,"[5, 1, 8]"
1001320,"[1, 8, 6]"
1001321,"[8, 5, 1]"
1001322,"[5, 1, 8]"
1001323,"[8, 5, 1]"
1001324,"[8, 1, 5]"
1001325,"[1, 3, 5]"
1001326,"[8, 1, 5]"
1001327,"[1, 8, 5]"
1001328,"[1, 8, 10]"
1001329,"[1, 5, 8]"
1001330,"[1, 8, 5]"
1001331,"[8, 5, 1]"
1001332,"[5, 1, 3]"
1001333,"[1, 8, 5]"
1001334,"[1, 8, 5]"
1001335,"[8, 5, 1]"
1001336,"[3, 1, 7]"
1001337,"[3, 2, 1]"
1001338,"[1, 8, 6]"
1001339,"[1, 5, 2]"
1001340,"[1, 8, 5]"
1001341,"[11, 1, 6]"
1001342,"[1, 11, 6]"
1001343,"[5, 1, 8]"
1001344,"[3, 8, 2]"
1001345,"[5, 1, 3]"
1001346,"[1, 5, 10]"
1001347,"[8, 5, 1]"
1001348,"[3, 5, 1]"
1001349,[1]
1001350,"[1, 5, 8]"
1001351,"[1, 16, 5]"
1001352,"[8, 6, 1]"
1001353,"[3, 2, 1]"
1001354,"[1, 5, 8]"
1001355,"[5, 6, 8]"
1001356,"[1, 5, 2]"
1001357,"[11, 1, 5]"
1001358,"[1, 15, 2]"
1001359,"[3, 1, 5]"
1001360,"[1, 8, 5]"
1001361,"[8, 5, 1]"
1001362,"[1, 8, 5]"
1001363,"[5, 7, 6]"
1001364,"[7, 11, 5]"
1001365,"[1, 8, 5]"
1001366,"[1, 5, 8]"
1001367,"[1, 5, 2]"
1001368,"[5, 8, 1]"
1001369,"[1, 5, 8]"
1001370,"[1, 5, 11]"
1001371,"[8, 7, 5]"
1001372,"[1, 11, 5]"
1001373,"[1, 3, 10]"
1001374,"[8, 5, 1]"
1001375,"[5, 8, 1]"
1001376,"[8, 1, 6]"
1001377,"[1, 5, 2]"
1001378,"[10, 8, 6]"
1001379,"[5, 8, 2]"
1001380,"[1, 5, 2]"
1001381,"[5, 8, 1]"
1001382,"[8, 10, 5]"
1001383,"[5, 8, 1]"
1001384,"[1, 15, 5]"
1001385,"[6, 1, 8]"
1001386,"[5, 3, 8]"
1001387,"[8, 5, 1]"
1001388,"[1, 16, 8]"
1001389,"[1, 8, 5]"
1001390,"[1, 5, 8]"
1001391,"[1, 5, 2]"
1001392,"[1, 8, 5]"
1001393,"[1, 8, 5]"
1001394,"[5, 1, 8]"
1001395,"[1, 5, 6]"
1001396,"[5, 1, 8]"
1001397,"[1, 5, 15]"
1001398,"[8, 10, 1]"
1001399,"[1, 5, 8]"
1001400,"[6, 8, 5]"
1001401,"[8, 1, 5]"
1001402,"[1, 6, 8]"
1001403,"[1, 2, 5]"
1001404,"[5, 1, 10]"
1001405,"[5, 8, 1]"
1001406,"[8, 1, 5]"
1001407,"[8, 6, 5]"
1001408,"[1, 7, 11]"
1001409,"[1, 5, 6]"
1001410,"[1, 2, 5]"
1001411,"[5, 8, 1]"
1001412,"[1, 8, 16]"
1001413,"[1, 5, 8]"
1001414,"[1, 5]"
1001415,"[1, 8, 5]"
1001416,"[8, 5, 11]"
1001417,"[1, 8, 5]"
1001418,"[1, 5, 8]"
1001420,"[1, 8, 2]"
1001421,"[5, 8, 1]"
1001422,"[1, 5, 8]"
1001423,"[5, 8, 3]"
1001424,"[1, 11, 8]"
1001425,"[1, 5, 8]"
1001426,"[1, 5, 8]"
1001427,"[3, 1, 8]"
1001428,"[8, 11, 5]"
1001429,"[8, 1, 5]"
1001430,"[5, 6, 1]"
1001431,"[1, 5, 8]"
1001432,"[1, 5, 8]"
1001433,"[1, 3, 5]"
1001434,"[1, 5, 11]"
1001435,"[8, 1, 5]"
1001436,"[8, 5, 1]"
1001437,"[8, 1, 5]"
1001438,"[5, 8, 6]"
1001439,"[10, 6, 8]"
1001440,"[8, 1, 5]"
1001441,"[5, 1, 2]"
1001442,"[1, 8, 3]"
1001443,"[1, 15, 5]"
1001444,"[1, 5, 8]"
1001445,"[1, 6, 8]"
1001446,"[5, 6, 10]"
1001447,"[1, 5, 8]"
1001448,"[8, 1, 5]"
1001449,"[1, 8, 5]"
1001450,"[5, 1, 8]"
1001451,"[1, 8, 5]"
1001452,"[5, 8, 10]"
1001454,"[1, 8, 5]"
1001455,"[8, 1, 5]"
1001456,"[1, 8, 15]"
1001457,"[1, 8, 5]"
1001458,"[5, 8, 1]"
1001459,"[5, 1, 3]"
1001460,"[1, 8, 5]"
1001461,"[1, 5, 10]"
1001462,"[1, 5, 16]"
1001463,"[1, 5, 8]"
1001464,"[1, 8, 5]"
1001465,"[1, 8, 5]"
1001466,"[1, 5, 6]"
1001467,"[1, 8, 5]"
1001468,"[1, 2, 8]"
1001469,"[5, 1, 3]"
1001470,"[1, 5, 8]"
1001471,"[8, 5, 2]"
1001472,"[1, 2, 8]"
1001473,"[1, 8, 5]"
1001474,"[1, 8, 5]"
1001475,"[8, 5, 6]"
1001476,"[3, 1, 8]"
1001477,"[5, 10, 2]"
1001478,"[8, 1, 5]"
1001479,"[8, 5, 1]"
1001480,"[1, 5, 8]"
1001481,"[3, 8, 1]"
1001482,"[8, 1, 5]"
1001483,"[1, 8, 2]"
1001484,"[1, 8, 5]"
1001485,"[5, 6, 16]"
1001486,"[1, 16, 5]"
1001487,"[5, 1, 2]"
1001488,"[1, 6, 8]"
1001489,"[1, 5, 8]"
1001490,"[1, 8, 2]"
1001491,"[8, 1, 5]"
1001492,"[1, 5, 8]"
1001494,"[1, 5, 2]"
1001495,"[1, 3, 2]"
1001496,"[1, 5, 11]"
1001497,"[1, 5, 11]"
1001498,"[1, 8, 5]"
1001499,"[1, 8, 5]"
1001500,"[5, 1, 6]"
1001501,"[1, 5, 2]"
1001502,"[1, 5, 8]"
1001503,"[1, 8, 5]"
1001504,"[1, 5]"
1001505,"[5, 8, 1]"
1001506,"[1, 5, 3]"
1001507,"[5, 3, 1]"
1001508,"[1, 8, 6]"
1001509,"[1, 5, 3]"
1001510,"[1, 5, 2]"
1001511,"[1, 8, 2]"
1001512,"[1, 5, 2]"
1001513,"[1, 8, 10]"
1001514,"[1, 5, 8]"
1001515,"[1, 2, 8]"
1001516,"[1, 5, 8]"
1001517,"[8, 7, 6]"
1001518,"[1, 15, 10]"
1001519,"[5, 8, 1]"
1001520,"[1, 8, 16]"
1001521,"[8, 6, 1]"
1001522,"[1, 15, 2]"
1001523,"[1, 5, 2]"
1001524,"[1, 5, 8]"
1001525,"[5, 6, 7]"
1001526,"[8, 5, 2]"
1001527,"[1, 8, 5]"
1001528,"[1, 8, 5]"
1001529,"[1, 2, 5]"
1001530,"[1, 5, 8]"
1001531,"[1, 5, 11]"
1001532,"[5, 8, 1]"
1001533,"[8, 1, 5]"
1001534,"[8, 1, 5]"
1001535,"[5, 8, 16]"
1001536,"[1, 5, 8]"
1001537,"[1, 8, 16]"
1001538,"[1, 5, 8]"
1001539,"[10, 8, 1]"
1001540,"[10, 1, 2]"
1001541,"[1, 8, 6]"
1001542,"[1, 8, 6]"
1001543,"[1, 5, 6]"
1001544,"[1, 5, 8]"
1001545,"[1, 8, 2]"
1001546,"[1, 5, 8]"
1001547,"[1, 8, 5]"
1001548,"[8, 5, 1]"
1001549,"[1, 8, 5]"
1001550,"[8, 7, 6]"
1001551,"[8, 5, 1]"
1001552,"[1, 8, 5]"
1001553,"[5, 3, 8]"
1001554,"[1, 16, 8]"
1001555,"[5, 8, 6]"
1001556,"[1, 5, 8]"
1001557,"[2, 1, 5]"
1001558,"[1, 15, 2]"
1001559,"[1, 6, 8]"
1001560,"[1, 5, 16]"
1001561,"[8, 5, 1]"
1001562,"[11, 8, 5]"
1001563,"[1, 5, 8]"
1001564,"[1, 5, 8]"
1001565,"[5, 8, 4]"
1001566,"[1, 8, 5]"
1001567,"[1, 8, 10]"
1001568,"[5, 3, 16]"
1001569,"[8, 1, 5]"
1001570,"[10, 6, 1]"
1001571,"[1, 5, 6]"
1001572,"[16, 1, 8]"
1001573,"[5, 1, 3]"
1001574,"[3, 5, 8]"
1001575,"[1, 5, 6]"
1001576,"[8, 5, 1]"
1001577,"[1, 8, 5]"
1001578,"[1, 8, 11]"
1001579,"[1, 8, 5]"
1001580,"[5, 1, 11]"
1001581,"[5, 1, 8]"
1001582,"[1, 5, 8]"
1001583,"[8, 1, 5]"
1001584,"[1, 5, 8]"
1001585,"[1, 5, 8]"
1001586,"[1, 5, 2]"
1001587,"[5, 8, 1]"
1001588,"[5, 8, 1]"
1001589,"[1, 8, 15]"
1001590,"[8, 1, 5]"
1001591,"[1, 8, 5]"
1001592,"[1, 5, 8]"
1001593,"[8, 1, 5]"
1001594,"[5, 1, 10]"
1001595,"[8, 1, 5]"
1001596,"[1, 8, 11]"
1001597,"[1, 8, 5]"
1001598,"[1, 11, 8]"
1001599,"[1, 5, 8]"
1001600,"[1, 5, 8]"
1001601,"[1, 5, 8]"
1001602,"[1, 8, 5]"
1001603,"[8, 5, 6]"
1001604,"[8, 6, 1]"
1001605,"[8, 5, 1]"
1001606,"[1, 8, 5]"
1001607,"[8, 5, 1]"
1001608,"[8, 1, 5]"
1001609,"[5, 1, 8]"
1001610,"[1, 8, 5]"
1001611,"[1, 5, 8]"
1001612,"[1, 5, 2]"
1001613,"[1, 5, 8]"
1001614,"[1, 2, 8]"
1001615,"[6, 8, 5]"
1001616,"[1, 5, 3]"
1001617,"[1, 8, 6]"
1001618,"[5, 8, 6]"
1001619,"[8, 5, 15]"
1001620,"[6, 1, 5]"
1001621,"[8, 1, 3]"
1001622,"[1, 8, 5]"
1001623,"[1, 5, 15]"
1001624,"[1, 2, 5]"
1001625,"[5, 8, 1]"
1001626,"[8, 5, 1]"
1001627,"[1, 15, 16]"
1001628,"[1, 8, 5]"
1001629,"[1, 5, 3]"
1001630,"[1, 8, 6]"
1001631,"[5, 1, 8]"
1001632,"[1, 8, 5]"
1001633,"[1, 8, 5]"
1001634,"[1, 8, 5]"
1001635,"[1, 5, 8]"
1001636,"[8, 1, 5]"
1001637,"[1, 2, 11]"
1001638,"[8, 5, 2]"
1001639,"[1, 8, 5]"
1001640,"[1, 8, 16]"
1001641,"[1, 5, 8]"
1001642,"[1, 8, 5]"
1001643,"[1, 8, 16]"
1001644,"[1, 16, 8]"
1001645,"[5, 1, 2]"
1001646,"[8, 1, 5]"
1001647,"[1, 5, 8]"
1001648,"[1, 5, 8]"
1001649,"[1, 8, 15]"
1001650,"[1, 6, 5]"
1001651,"[1, 8, 5]"
1001652,"[1, 8, 5]"
1001653,"[5, 3, 8]"
1001654,"[8, 7, 1]"
1001655,"[1, 5, 3]"
1001656,"[1, 8, 3]"
1001657,"[3, 4, 5]"
1001658,"[1, 5, 8]"
1001659,"[1, 5, 8]"
1001660,"[8, 6, 5]"
1001661,"[8, 7, 5]"
1001662,"[1, 6, 10]"
1001663,"[8, 1, 6]"
1001665,"[1, 15, 2]"
1001666,"[1, 8, 5]"
1001667,"[1, 6, 8]"
1001668,"[1, 8, 6]"
1001669,"[5, 3, 8]"
1001670,"[8, 5, 1]"
1001671,"[8, 5, 1]"
1001672,"[1, 5, 3]"
1001673,"[1, 5, 2]"
1001674,"[5, 3, 4]"
1001675,"[1, 11, 3]"
1001676,"[1, 5, 3]"
1001677,"[5, 1, 3]"
1001678,"[1, 5, 3]"
1001679,"[1, 5, 16]"
1001680,"[1, 5, 8]"
1001681,"[1, 5, 8]"
1001682,"[1, 8, 15]"
1001683,"[1, 5, 8]"
1001684,"[5, 1, 8]"
1001685,"[8, 5, 1]"
1001686,"[1, 8, 5]"
1001687,"[5, 1, 2]"
1001688,"[1, 5, 3]"
1001691,"[1, 5, 2]"
1001692,"[8, 1, 5]"
1001693,"[8, 1, 5]"
1001694,"[1, 5, 8]"
1001695,"[1, 3, 2]"
1001696,"[1, 8, 6]"
1001697,"[1, 5, 8]"
1001699,"[5, 8, 1]"
1001700,"[5, 1, 8]"
1001701,"[8, 1, 5]"
1001702,"[1, 5, 8]"
1001703,"[1, 8, 10]"
1001704,"[1, 5, 6]"
1001705,"[5, 8, 3]"
1001706,"[5, 1, 6]"
1001707,"[8, 1, 6]"
1001708,"[1, 5, 8]"
1001709,"[5, 1, 2]"
1001710,"[1, 8, 5]"
1001711,"[5, 8, 6]"
1001712,"[1, 8, 5]"
1001713,"[1, 8, 5]"
1001714,"[1, 5, 2]"
1001715,"[1, 5, 6]"
1001716,"[8, 1, 5]"
1001717,"[1, 8, 5]"
1001718,"[6, 1, 5]"
1001719,"[5, 1, 8]"
1001720,"[1, 8, 5]"
1001721,"[5, 1, 3]"
1001722,"[1, 11, 15]"
1001723,"[1, 15, 8]"
1001724,"[1, 8, 5]"
1001725,"[1, 5, 8]"
1001726,"[1, 2, 8]"
1001727,"[1, 5, 6]"
1001728,"[3, 1, 2]"
1001729,"[5, 8, 1]"
1001730,"[1, 5, 11]"
1001731,"[8, 5, 7]"
1001732,"[1, 8, 5]"
1001733,"[1, 8, 5]"
1001734,"[8, 6, 1]"
1001735,"[5, 1, 3]"
1001736,"[1, 5, 8]"
1001737,"[1, 5, 8]"
1001738,"[1, 8, 3]"
1001739,"[1, 5, 8]"
1001740,"[8, 6, 1]"
1001741,"[1, 8, 15]"
1001742,"[1, 8, 5]"
1001743,"[1, 5, 10]"
1001744,"[5, 8, 1]"
1001745,"[1, 8, 16]"
1001746,"[1, 3, 2]"
1001747,"[1, 8, 5]"
1001748,"[1, 8, 5]"
1001749,"[8, 5, 1]"
1001750,"[8, 5, 1]"
1001751,"[1, 5, 8]"
1001752,"[1, 8, 5]"
1001753,"[1, 7, 8]"
1001754,"[1, 5, 8]"
1001755,"[5, 8, 1]"
1001756,"[1, 5, 8]"
1001757,"[1, 8, 5]"
1001758,"[8, 5, 1]"
1001759,"[1, 5, 3]"
1001760,"[5, 8, 1]"
1001761,"[1, 2, 5]"
1001762,"[1, 7, 8]"
1001763,"[1, 5, 6]"
1001764,"[1, 5, 2]"
1001765,"[1, 8, 5]"
1001766,"[1, 5, 8]"
1001767,"[1, 5, 8]"
1001768,"[8, 5, 1]"
1001769,"[1, 5, 8]"
1001770,"[5, 1, 2]"
1001771,"[1, 6, 10]"
1001772,"[1, 8, 5]"
1001773,"[8, 6, 1]"
1001774,"[1, 5, 15]"
1001775,"[1, 6, 8]"
1001776,"[1, 5, 8]"
1001777,"[8, 1, 10]"
1001778,"[1, 5, 8]"
1001779,"[1, 5, 2]"
1001780,"[1, 5, 8]"
1001781,"[1, 11, 2]"
1001782,"[8, 5, 1]"
1001784,"[1, 10, 5]"
1001785,"[1, 6, 5]"
1001786,"[5, 8, 1]"
1001787,"[5, 10, 8]"
1001788,"[8, 6, 5]"
1001789,"[1, 5, 6]"
1001790,"[1, 5, 8]"
1001791,"[6, 8, 5]"
1001792,"[5, 8, 6]"
1001793,"[1, 8, 5]"
1001794,"[1, 8, 5]"
1001795,"[1, 5, 10]"
1001796,"[5, 8, 7]"
1001797,"[8, 5, 6]"
